br_c,cop_c,zon_hlv,zon_mcls
A040204,A04,Z10,Z10043
A040205,A04,Z10,Z10043
A040206,A04,Z10,Z10043
A040207,A04,Z10,Z10043
A040208,A04,Z10,Z10043
A040209,A04,Z10,Z10043
A040210,A04,Z10,Z10043
A040211,A04,Z10,Z10043
A040212,A04,Z10,Z10043
A040213,A04,Z10,Z10043
A040214,A04,Z10,Z10043
A040215,A04,Z10,Z10043
A040216,A04,Z17,Z17023
A040217,A04,Z17,Z17023
A040218,A04,Z17,Z17023
A040219,A04,Z17,Z17023
A040220,A04,Z17,Z17023
A040221,A04,Z17,Z17023
A040222,A04,Z17,Z17023
A040223,A04,Z17,Z17023
A040224,A04,Z17,Z17023
A040225,A04,Z10,Z10034
A040226,A04,Z17,Z17023
A040227,A04,Z17,Z17023
A040228,A04,Z17,Z17023
A040229,A04,Z17,Z17023
A040230,A04,Z17,Z17023
A040231,A04,Z17,Z17023
A040232,A04,Z17,Z17023
A040233,A04,Z17,Z17023
A040234,A04,Z17,Z17023
A040235,A04,Z17,Z17023
A040236,A04,Z10,Z10034
A040237,A04,Z17,Z17023
A040238,A04,Z10,Z10034
A040239,A04,Z17,Z17023
A040240,A04,Z17,Z17023
A040241,A04,Z17,Z17023
A040242,A04,Z17,Z17023
A040243,A04,Z17,Z17023
A040244,A04,Z17,Z17023
A040245,A04,Z17,Z17023
A040246,A04,Z17,Z17023
A040247,A04,Z17,Z17023
A040248,A04,Z17,Z17023
A040249,A04,Z17,Z17023
A040250,A04,Z17,Z17023
A040251,A04,Z17,Z17023
A040252,A04,Z17,Z17023
A040253,A04,Z17,Z17023
A040254,A04,Z17,Z17023
A040255,A04,Z17,Z17023
A040256,A04,Z17,Z17023
A040257,A04,Z17,Z17023
A040258,A04,Z17,Z17023
A040259,A04,Z17,Z17023
A040260,A04,Z17,Z17023
A040261,A04,Z17,Z17023
A040262,A04,Z17,Z17023
A040263,A04,Z17,Z17023
A040264,A04,Z17,Z17023
A040265,A04,Z10,Z10045
A040266,A04,Z10,Z10045
A040267,A04,Z10,Z10045
A040268,A04,Z10,Z10045
A040269,A04,Z10,Z10045
A040270,A04,Z10,Z10045
A040271,A04,Z10,Z10045
A040272,A04,Z10,Z10045
A040273,A04,Z10,Z10045
A040274,A04,Z10,Z10012
A040275,A04,Z10,Z10012
A040276,A04,Z10,Z10030
A040277,A04,Z10,Z10030
A040278,A04,Z10,Z10030
A040279,A04,Z10,Z10030
A040280,A04,Z10,Z10030
A040281,A04,Z10,Z10030
A040282,A04,Z10,Z10030
A040283,A04,Z10,Z10030
A040284,A04,Z10,Z10030
A040285,A04,Z10,Z10030
A040286,A04,Z10,Z10041
A040287,A04,Z10,Z10041
A040288,A04,Z10,Z10041
A040289,A04,Z10,Z10041
A040290,A04,Z10,Z10041
A040291,A04,Z10,Z10041
A040292,A04,Z10,Z10008
A040293,A04,Z10,Z10008
A040294,A04,Z10,Z10008
A040295,A04,Z10,Z10008
A040296,A04,Z10,Z10008
A040297,A04,Z10,Z10008
A040298,A04,Z10,Z10008
A040299,A04,Z10,Z10008
A040300,A04,Z10,Z10008
A040301,A04,Z17,Z17014
A040302,A04,Z17,Z17014
A040303,A04,Z17,Z17014
A040304,A04,Z17,Z17014
A040305,A04,Z17,Z17014
A040306,A04,Z17,Z17014
A040307,A04,Z17,Z17014
A040308,A04,Z10,Z10011
A040309,A04,Z10,Z10011
A040310,A04,Z10,Z10011
A040311,A04,Z10,Z10011
A040312,A04,Z10,Z10011
A040313,A04,Z10,Z10011
A040314,A04,Z10,Z10011
A040315,A04,Z10,Z10011
A040316,A04,Z17,Z17014
A040317,A04,Z10,Z10011
A040318,A04,Z17,Z17014
A040319,A04,Z17,Z17014
A040320,A04,Z17,Z17014
A040321,A04,Z17,Z17014
A040322,A04,Z17,Z17014
A040323,A04,Z17,Z17014
A040324,A04,Z10,Z10011
A040325,A04,Z17,Z17014
A040326,A04,Z17,Z17014
A040327,A04,Z17,Z17014
A040328,A04,Z17,Z17014
A040329,A04,Z17,Z17014
A040330,A04,Z17,Z17014
A040331,A04,Z17,Z17014
A040332,A04,Z17,Z17014
A040333,A04,Z17,Z17014
A040334,A04,Z17,Z17014
A040335,A04,Z17,Z17014
A040336,A04,Z17,Z17014
A040337,A04,Z10,Z10011
A040338,A04,Z10,Z10011
A040339,A04,Z17,Z17013
A040340,A04,Z17,Z17013
A040341,A04,Z17,Z17013
A040342,A04,Z17,Z17013
A040343,A04,Z17,Z17013
A040344,A04,Z17,Z17013
A040345,A04,Z17,Z17013
A040346,A04,Z17,Z17013
A040347,A04,Z17,Z17013
A040348,A04,Z17,Z17013
A040349,A04,Z17,Z17013
A040350,A04,Z17,Z17013
A040351,A04,Z17,Z17013
A040352,A04,Z17,Z17013
A040353,A04,Z17,Z17013
A040354,A04,Z17,Z17013
A040355,A04,Z17,Z17013
A040356,A04,Z10,Z10011
A040357,A04,Z10,Z10011
A040358,A04,Z10,Z10011
A040359,A04,Z10,Z10011
A040360,A04,Z10,Z10011
A040361,A04,Z10,Z10011
A040362,A04,Z17,Z17013
A040363,A04,Z17,Z17013
A040364,A04,Z17,Z17013
A040365,A04,Z10,Z10011
A040366,A04,Z10,Z10011
A040367,A04,Z17,Z17013
A040368,A04,Z17,Z17013
A040369,A04,Z17,Z17013
A040370,A04,Z17,Z17013
A040371,A04,Z17,Z17013
A040372,A04,Z10,Z10011
A040373,A04,Z17,Z17013
A040374,A04,Z17,Z17013
A040375,A04,Z17,Z17013
A040376,A04,Z17,Z17013
A040377,A04,Z17,Z17013
A040378,A04,Z17,Z17013
A040379,A04,Z10,Z10011
A040380,A04,Z17,Z17013
A040381,A04,Z17,Z17013
A040382,A04,Z17,Z17013
A040383,A04,Z17,Z17013
A040384,A04,Z17,Z17013
A040385,A04,Z17,Z17013
A040386,A04,Z17,Z17013
A040387,A04,Z17,Z17013
A040388,A04,Z17,Z17013
A040389,A04,Z17,Z17013
A040390,A04,Z17,Z17013
A040391,A04,Z17,Z17013
A040392,A04,Z17,Z17013
A040393,A04,Z17,Z17013
A040394,A04,Z17,Z17013
A040395,A04,Z17,Z17013
A040396,A04,Z17,Z17013
A040397,A04,Z17,Z17013
A040398,A04,Z17,Z17013
A040399,A04,Z17,Z17013
A040400,A04,Z17,Z17013
A040401,A04,Z17,Z17013
A040402,A04,Z17,Z17013
A040403,A04,Z17,Z17013
A040404,A04,Z17,Z17013
A040405,A04,Z17,Z17013
A040406,A04,Z10,Z10011
A040407,A04,Z17,Z17013
A040408,A04,Z10,Z10011
A040409,A04,Z17,Z17022
A040410,A04,Z17,Z17022
A040411,A04,Z10,Z10011
A040412,A04,Z17,Z17022
A040413,A04,Z17,Z17022
A040414,A04,Z17,Z17022
A040415,A04,Z17,Z17022
A040416,A04,Z17,Z17022
A040417,A04,Z17,Z17022
A040418,A04,Z17,Z17022
A040419,A04,Z10,Z10011
A040420,A04,Z10,Z10011
A040421,A04,Z10,Z10011
A040422,A04,Z10,Z10011
A040423,A04,Z17,Z17022
A040424,A04,Z17,Z17022
A040425,A04,Z10,Z10011
A040426,A04,Z17,Z17022
A040427,A04,Z17,Z17022
A040428,A04,Z17,Z17022
A040429,A04,Z17,Z17022
A040430,A04,Z17,Z17022
A040431,A04,Z17,Z17022
A040432,A04,Z17,Z17022
A040433,A04,Z17,Z17022
A040434,A04,Z17,Z17022
A040435,A04,Z17,Z17022
A040436,A04,Z17,Z17022
A040437,A04,Z10,Z10011
A040438,A04,Z17,Z17022
A040439,A04,Z17,Z17022
A040440,A04,Z17,Z17022
A040441,A04,Z17,Z17022
A040442,A04,Z17,Z17022
A040443,A04,Z17,Z17022
A040444,A04,Z17,Z17022
A040445,A04,Z17,Z17022
A040446,A04,Z17,Z17022
A040447,A04,Z17,Z17022
A040448,A04,Z17,Z17022
A040449,A04,Z17,Z17022
A040450,A04,Z10,Z10001
A040451,A04,Z10,Z10001
A040452,A04,Z10,Z10001
A040453,A04,Z10,Z10001
A040454,A04,Z10,Z10001
A040455,A04,Z10,Z10001
A040456,A04,Z10,Z10001
A040457,A04,Z10,Z10001
A040458,A04,Z10,Z10001
A040459,A04,Z10,Z10001
A040460,A04,Z10,Z10031
A040461,A04,Z10,Z10031
A040462,A04,Z10,Z10031
A040463,A04,Z10,Z10031
A040464,A04,Z10,Z10031
A040465,A04,Z10,Z10031
A040466,A04,Z10,Z10031
A040467,A04,Z10,Z10031
A040468,A04,Z10,Z10031
A040469,A04,Z10,Z10031
A040470,A04,Z10,Z10031
A040471,A04,Z10,Z10031
A040472,A04,Z10,Z10033
A040473,A04,Z10,Z10033
A040474,A04,Z10,Z10033
A040475,A04,Z10,Z10033
A040476,A04,Z10,Z10033
A040477,A04,Z10,Z10033
A040478,A04,Z10,Z10033
A040479,A04,Z10,Z10033
A040480,A04,Z10,Z10007
A040481,A04,Z10,Z10007
A040482,A04,Z10,Z10007
A040483,A04,Z10,Z10007
A040484,A04,Z10,Z10007
A040485,A04,Z10,Z10007
A040486,A04,Z10,Z10007
A040487,A04,Z10,Z10007
A040488,A04,Z10,Z10007
A040489,A04,Z10,Z10007
A040490,A04,Z10,Z10007
A040491,A04,Z10,Z10007
A040492,A04,Z10,Z10007
A040493,A04,Z10,Z10046
A040494,A04,Z10,Z10046
A040495,A04,Z10,Z10046
A040496,A04,Z10,Z10046
A040497,A04,Z10,Z10046
A040498,A04,Z10,Z10046
A040499,A04,Z10,Z10046
A040500,A04,Z10,Z10046
A040501,A04,Z10,Z10046
A040502,A04,Z17,Z17011
A040503,A04,Z17,Z17011
A040504,A04,Z17,Z17011
A040505,A04,Z17,Z17011
A040506,A04,Z17,Z17011
A040507,A04,Z17,Z17011
A040508,A04,Z17,Z17011
A040509,A04,Z17,Z17011
A040510,A04,Z17,Z17011
A040511,A04,Z17,Z17011
A040512,A04,Z17,Z17011
A040513,A04,Z17,Z17011
A040514,A04,Z17,Z17011
A040515,A04,Z17,Z17011
A040516,A04,Z17,Z17011
A040517,A04,Z17,Z17011
A040518,A04,Z17,Z17011
A040519,A04,Z17,Z17011
A040520,A04,Z17,Z17011
A040521,A04,Z17,Z17011
A040522,A04,Z17,Z17011
A040523,A04,Z17,Z17011
A040524,A04,Z17,Z17011
A040525,A04,Z17,Z17011
A040526,A04,Z17,Z17011
A040527,A04,Z17,Z17011
A040528,A04,Z17,Z17011
A040529,A04,Z17,Z17011
A040530,A04,Z17,Z17011
A040531,A04,Z17,Z17011
A040532,A04,Z17,Z17011
A040533,A04,Z17,Z17011
A040534,A04,Z17,Z17011
A040535,A04,Z17,Z17011
A040536,A04,Z17,Z17011
A040537,A04,Z17,Z17011
A040538,A04,Z17,Z17011
A040539,A04,Z17,Z17011
A040540,A04,Z10,Z10018
A040541,A04,Z10,Z10018
A040542,A04,Z17,Z17025
A040543,A04,Z17,Z17025
A040544,A04,Z17,Z17025
A040545,A04,Z17,Z17025
A040546,A04,Z17,Z17025
A040547,A04,Z17,Z17025
A040548,A04,Z17,Z17025
A040549,A04,Z17,Z17025
A040550,A04,Z17,Z17025
A040551,A04,Z17,Z17025
A040552,A04,Z17,Z17025
A040553,A04,Z17,Z17025
A040554,A04,Z17,Z17025
A040555,A04,Z17,Z17025
A040556,A04,Z17,Z17025
A040557,A04,Z17,Z17025
A040558,A04,Z17,Z17025
A040559,A04,Z17,Z17025
A040560,A04,Z17,Z17025
A040561,A04,Z17,Z17025
A040562,A04,Z17,Z17025
A040563,A04,Z17,Z17025
A040564,A04,Z17,Z17025
A040565,A04,Z17,Z17025
A040566,A04,Z17,Z17010
A040567,A04,Z17,Z17010
A040568,A04,Z17,Z17010
A040569,A04,Z17,Z17010
A040570,A04,Z10,Z10019
A040571,A04,Z10,Z10019
A040572,A04,Z17,Z17010
A040573,A04,Z17,Z17010
A040574,A04,Z17,Z17010
A040575,A04,Z17,Z17010
A040576,A04,Z17,Z17010
A040577,A04,Z10,Z10018
A040578,A04,Z17,Z17010
A040579,A04,Z17,Z17010
A040580,A04,Z10,Z10018
A040581,A04,Z17,Z17010
A040582,A04,Z17,Z17010
A040583,A04,Z17,Z17010
A040584,A04,Z17,Z17010
A040585,A04,Z10,Z10018
A040586,A04,Z17,Z17010
A040587,A04,Z17,Z17010
A040588,A04,Z17,Z17010
A040589,A04,Z17,Z17010
A040590,A04,Z17,Z17010
A040591,A04,Z17,Z17010
A040592,A04,Z17,Z17016
A040593,A04,Z17,Z17016
A040594,A04,Z17,Z17016
A040595,A04,Z17,Z17016
A040596,A04,Z17,Z17016
A040597,A04,Z17,Z17016
A040598,A04,Z17,Z17016
A040599,A04,Z17,Z17016
A040600,A04,Z17,Z17016
A040601,A04,Z10,Z10018
A040602,A04,Z10,Z10019
A040603,A04,Z10,Z10019
A040604,A04,Z17,Z17016
A040605,A04,Z17,Z17016
A040606,A04,Z17,Z17016
A040607,A04,Z17,Z17016
A040608,A04,Z17,Z17016
A040609,A04,Z17,Z17016
A040610,A04,Z17,Z17016
A040611,A04,Z10,Z10019
A040612,A04,Z17,Z17016
A040613,A04,Z17,Z17016
A040614,A04,Z17,Z17016
A040615,A04,Z17,Z17016
A040616,A04,Z17,Z17016
A040617,A04,Z17,Z17016
A040618,A04,Z17,Z17016
A040619,A04,Z17,Z17016
A040620,A04,Z17,Z17016
A040621,A04,Z17,Z17016
A040622,A04,Z17,Z17016
A040623,A04,Z17,Z17016
A040624,A04,Z17,Z17002
A040625,A04,Z17,Z17002
A040626,A04,Z17,Z17002
A040627,A04,Z17,Z17002
A040628,A04,Z17,Z17002
A040629,A04,Z17,Z17002
A040630,A04,Z17,Z17002
A040631,A04,Z17,Z17002
A040632,A04,Z17,Z17002
A040633,A04,Z17,Z17002
A040634,A04,Z10,Z10018
A040635,A04,Z17,Z17002
A040636,A04,Z17,Z17002
A040637,A04,Z17,Z17002
A040638,A04,Z17,Z17002
A040639,A04,Z17,Z17002
A040640,A04,Z17,Z17002
A040641,A04,Z17,Z17002
A040642,A04,Z17,Z17002
A040643,A04,Z17,Z17002
A040644,A04,Z17,Z17002
A040645,A04,Z17,Z17002
A040646,A04,Z17,Z17002
A040647,A04,Z17,Z17002
A040648,A04,Z10,Z10017
A040649,A04,Z17,Z17002
A040650,A04,Z17,Z17002
A040651,A04,Z17,Z17002
A040652,A04,Z10,Z10017
A040653,A04,Z17,Z17002
A040654,A04,Z17,Z17002
A040655,A04,Z17,Z17002
A040656,A04,Z10,Z10017
A040657,A04,Z17,Z17001
A040658,A04,Z17,Z17001
A040659,A04,Z17,Z17001
A040660,A04,Z17,Z17001
A040661,A04,Z10,Z10017
A040662,A04,Z17,Z17001
A040663,A04,Z17,Z17001
A040664,A04,Z17,Z17001
A040665,A04,Z17,Z17001
A040666,A04,Z17,Z17001
A040667,A04,Z17,Z17001
A040668,A04,Z17,Z17001
A040669,A04,Z17,Z17001
A040670,A04,Z17,Z17001
A040671,A04,Z17,Z17001
A040672,A04,Z17,Z17001
A040673,A04,Z17,Z17001
A040674,A04,Z17,Z17001
A040675,A04,Z17,Z17001
A040676,A04,Z17,Z17001
A040677,A04,Z17,Z17001
A040678,A04,Z10,Z10017
A040679,A04,Z10,Z10017
A040680,A04,Z17,Z17001
A040681,A04,Z17,Z17001
A040682,A04,Z17,Z17001
A040683,A04,Z17,Z17001
A040684,A04,Z17,Z17001
A040685,A04,Z17,Z17001
A040686,A04,Z17,Z17001
A040687,A04,Z17,Z17001
A040688,A04,Z17,Z17001
A040689,A04,Z17,Z17001
A040690,A04,Z17,Z17001
A040691,A04,Z17,Z17001
A040692,A04,Z17,Z17001
A040693,A04,Z17,Z17001
A040694,A04,Z17,Z17001
A040695,A04,Z17,Z17001
A040696,A04,Z17,Z17001
A040697,A04,Z17,Z17001
A040698,A04,Z17,Z17001
A040699,A04,Z17,Z17001
A040700,A04,Z17,Z17001
A040701,A04,Z17,Z17001
A040702,A04,Z17,Z17001
A040703,A04,Z17,Z17001
A040704,A04,Z17,Z17001
A040705,A04,Z17,Z17001
A040706,A04,Z17,Z17001
A040707,A04,Z17,Z17001
A040708,A04,Z17,Z17001
A040709,A04,Z17,Z17001
A040710,A04,Z17,Z17001
A040711,A04,Z17,Z17001
A040712,A04,Z17,Z17001
A040713,A04,Z17,Z17001
A040714,A04,Z17,Z17001
A040715,A04,Z17,Z17001
A040716,A04,Z17,Z17001
A040717,A04,Z17,Z17001
A040718,A04,Z17,Z17001
A040719,A04,Z17,Z17001
A040720,A04,Z17,Z17001
A040721,A04,Z17,Z17001
A040722,A04,Z17,Z17001
A040723,A04,Z17,Z17001
A040724,A04,Z17,Z17001
A040725,A04,Z17,Z17001
A040726,A04,Z17,Z17001
A040727,A04,Z17,Z17001
A040728,A04,Z17,Z17001
A040729,A04,Z17,Z17001
A040730,A04,Z17,Z17001
A040731,A04,Z17,Z17001
A040732,A04,Z17,Z17001
A040733,A04,Z17,Z17001
A040734,A04,Z17,Z17001
A040735,A04,Z17,Z17001
A040736,A04,Z17,Z17001
A040737,A04,Z17,Z17001
A040738,A04,Z17,Z17001
A040739,A04,Z17,Z17001
A040740,A04,Z17,Z17001
A040741,A04,Z17,Z17001
A040742,A04,Z17,Z17017
A040743,A04,Z17,Z17017
A040744,A04,Z17,Z17017
A040745,A04,Z17,Z17017
A040746,A04,Z17,Z17017
A040747,A04,Z17,Z17017
A040748,A04,Z17,Z17017
A040749,A04,Z17,Z17017
A040750,A04,Z17,Z17017
A040751,A04,Z17,Z17017
A040752,A04,Z17,Z17017
A040753,A04,Z17,Z17017
A040754,A04,Z17,Z17017
A040755,A04,Z17,Z17017
A040756,A04,Z17,Z17017
A040757,A04,Z17,Z17017
A040758,A04,Z17,Z17017
A040759,A04,Z17,Z17017
A040760,A04,Z17,Z17017
A040761,A04,Z17,Z17017
A040762,A04,Z17,Z17017
A040763,A04,Z10,Z10018
A040764,A04,Z10,Z10018
A040765,A04,Z17,Z17017
A040766,A04,Z17,Z17017
A040767,A04,Z17,Z17017
A040768,A04,Z17,Z17017
A040769,A04,Z17,Z17017
A040770,A04,Z17,Z17017
A040771,A04,Z17,Z17017
A040772,A04,Z17,Z17017
A040773,A04,Z17,Z17017
A040774,A04,Z17,Z17017
A040775,A04,Z17,Z17017
A040776,A04,Z17,Z17017
A040777,A04,Z17,Z17017
A040778,A04,Z17,Z17015
A040779,A04,Z17,Z17015
A040780,A04,Z17,Z17015
A040781,A04,Z17,Z17015
A040782,A04,Z17,Z17015
A040783,A04,Z17,Z17015
A040784,A04,Z17,Z17015
A040785,A04,Z17,Z17015
A040786,A04,Z17,Z17015
A040787,A04,Z17,Z17015
A040788,A04,Z17,Z17015
A040789,A04,Z17,Z17015
A040790,A04,Z17,Z17015
A040791,A04,Z17,Z17015
A040792,A04,Z17,Z17015
A040793,A04,Z17,Z17015
A040794,A04,Z17,Z17015
A040795,A04,Z17,Z17015
A040796,A04,Z17,Z17015
A040797,A04,Z17,Z17015
A040798,A04,Z17,Z17015
A040799,A04,Z17,Z17015
A040800,A04,Z17,Z17015
A040801,A04,Z17,Z17015
A040802,A04,Z17,Z17015
A040803,A04,Z17,Z17015
A040804,A04,Z17,Z17015
A040805,A04,Z17,Z17015
A040806,A04,Z17,Z17015
A040807,A04,Z17,Z17015
A040808,A04,Z17,Z17015
A040809,A04,Z17,Z17015
A040810,A04,Z17,Z17015
A040811,A04,Z17,Z17015
A040812,A04,Z17,Z17015
A040813,A04,Z17,Z17015
A040814,A04,Z17,Z17015
A040815,A04,Z17,Z17015
A040816,A04,Z17,Z17015
A040817,A04,Z17,Z17015
A040818,A04,Z17,Z17015
A040819,A04,Z17,Z17015
A040820,A04,Z17,Z17015
A040821,A04,Z17,Z17015
A040822,A04,Z17,Z17018
A040823,A04,Z17,Z17018
A040824,A04,Z17,Z17018
A040825,A04,Z17,Z17018
A040826,A04,Z17,Z17018
A040827,A04,Z17,Z17018
A040828,A04,Z17,Z17018
A040829,A04,Z17,Z17018
A040830,A04,Z17,Z17018
A040831,A04,Z17,Z17018
A040832,A04,Z17,Z17018
A040833,A04,Z17,Z17018
A040834,A04,Z17,Z17018
A040835,A04,Z17,Z17018
A040836,A04,Z10,Z10005
A040837,A04,Z10,Z10005
A040838,A04,Z17,Z17018
A040839,A04,Z17,Z17018
A040840,A04,Z17,Z17018
A040841,A04,Z17,Z17018
A040842,A04,Z17,Z17018
A040843,A04,Z17,Z17018
A040844,A04,Z17,Z17018
A040845,A04,Z17,Z17018
A040846,A04,Z17,Z17018
A040847,A04,Z17,Z17018
A040848,A04,Z17,Z17018
A040849,A04,Z17,Z17018
A040850,A04,Z17,Z17018
A040851,A04,Z17,Z17018
A040852,A04,Z17,Z17018
A040853,A04,Z17,Z17018
A040854,A04,Z17,Z17018
A040855,A04,Z17,Z17018
A040856,A04,Z17,Z17018
A040857,A04,Z17,Z17018
A040858,A04,Z17,Z17018
A040859,A04,Z17,Z17018
A040860,A04,Z17,Z17018
A040861,A04,Z17,Z17018
A040862,A04,Z17,Z17018
A040863,A04,Z17,Z17018
A040864,A04,Z17,Z17018
A040865,A04,Z17,Z17018
A040866,A04,Z17,Z17018
A040867,A04,Z17,Z17018
A040868,A04,Z17,Z17018
A040869,A04,Z17,Z17018
A040870,A04,Z17,Z17018
A040871,A04,Z17,Z17018
A040872,A04,Z17,Z17018
A040873,A04,Z17,Z17018
A040874,A04,Z17,Z17018
A040875,A04,Z17,Z17018
A040876,A04,Z17,Z17018
A040877,A04,Z17,Z17018
A040878,A04,Z17,Z17018
A040879,A04,Z17,Z17009
A040880,A04,Z17,Z17009
A040881,A04,Z17,Z17009
A040882,A04,Z17,Z17009
A040883,A04,Z17,Z17009
A040884,A04,Z10,Z10028
A040885,A04,Z10,Z10028
A040886,A04,Z17,Z17009
A040887,A04,Z17,Z17009
A040888,A04,Z17,Z17009
A040889,A04,Z17,Z17009
A040890,A04,Z17,Z17009
A040891,A04,Z17,Z17009
A040892,A04,Z17,Z17009
A040893,A04,Z17,Z17009
A040894,A04,Z17,Z17009
A040895,A04,Z17,Z17009
A040896,A04,Z17,Z17009
A040897,A04,Z17,Z17009
A040898,A04,Z17,Z17009
A040899,A04,Z17,Z17009
A040900,A04,Z17,Z17009
A040901,A04,Z17,Z17009
A040902,A04,Z17,Z17009
A040903,A04,Z17,Z17009
A040904,A04,Z17,Z17009
A040905,A04,Z17,Z17009
A040906,A04,Z17,Z17009
A040907,A04,Z17,Z17009
A040908,A04,Z17,Z17009
A040909,A04,Z17,Z17009
A040910,A04,Z10,Z10029
A040911,A04,Z17,Z17009
A040912,A04,Z10,Z10029
A040913,A04,Z17,Z17009
A040914,A04,Z17,Z17021
A040915,A04,Z17,Z17021
A040916,A04,Z17,Z17021
A040917,A04,Z17,Z17021
A040918,A04,Z17,Z17021
A040919,A04,Z17,Z17021
A040920,A04,Z17,Z17021
A040921,A04,Z17,Z17021
A040922,A04,Z17,Z17021
A040923,A04,Z17,Z17021
A040924,A04,Z17,Z17021
A040925,A04,Z17,Z17021
A040926,A04,Z17,Z17021
A040927,A04,Z17,Z17021
A040928,A04,Z17,Z17021
A040929,A04,Z17,Z17021
A040930,A04,Z10,Z10029
A040931,A04,Z10,Z10029
A040932,A04,Z10,Z10028
A040933,A04,Z10,Z10028
A040934,A04,Z17,Z17021
A040935,A04,Z17,Z17021
A040936,A04,Z17,Z17021
A040937,A04,Z17,Z17021
A040938,A04,Z17,Z17021
A040939,A04,Z17,Z17021
A040940,A04,Z17,Z17021
A040941,A04,Z17,Z17021
A040942,A04,Z17,Z17021
A040943,A04,Z17,Z17021
A040944,A04,Z17,Z17021
A040945,A04,Z17,Z17021
A040946,A04,Z17,Z17021
A040947,A04,Z17,Z17021
A040948,A04,Z17,Z17021
A040949,A04,Z17,Z17021
A040950,A04,Z17,Z17021
A040951,A04,Z17,Z17021
A040952,A04,Z17,Z17021
A040953,A04,Z17,Z17021
A040954,A04,Z17,Z17003
A040955,A04,Z17,Z17003
A040956,A04,Z17,Z17003
A040957,A04,Z17,Z17003
A040958,A04,Z17,Z17003
A040959,A04,Z10,Z10006
A040960,A04,Z10,Z10006
A040961,A04,Z17,Z17003
A040962,A04,Z17,Z17003
A040963,A04,Z17,Z17003
A040964,A04,Z17,Z17003
A040965,A04,Z17,Z17003
A040966,A04,Z17,Z17003
A040967,A04,Z17,Z17003
A040968,A04,Z17,Z17003
A040969,A04,Z17,Z17003
A040970,A04,Z17,Z17003
A040971,A04,Z17,Z17003
A040972,A04,Z17,Z17003
A040973,A04,Z17,Z17003
A040974,A04,Z17,Z17003
A040975,A04,Z17,Z17003
A040976,A04,Z17,Z17003
A040977,A04,Z17,Z17003
A040978,A04,Z17,Z17003
A040979,A04,Z17,Z17003
A040980,A04,Z17,Z17003
A040981,A04,Z17,Z17006
A040982,A04,Z17,Z17006
A040983,A04,Z17,Z17006
A040984,A04,Z17,Z17006
A040985,A04,Z17,Z17006
A040986,A04,Z17,Z17006
A040987,A04,Z10,Z10006
A040988,A04,Z10,Z10006
A040989,A04,Z17,Z17006
A040990,A04,Z17,Z17006
A040991,A04,Z17,Z17006
A040992,A04,Z17,Z17006
A040993,A04,Z17,Z17006
A040994,A04,Z17,Z17006
A040995,A04,Z17,Z17006
A040996,A04,Z17,Z17006
A040997,A04,Z17,Z17006
A040998,A04,Z17,Z17006
A040999,A04,Z17,Z17006
A041000,A04,Z17,Z17006
A041001,A04,Z17,Z17006
A041002,A04,Z17,Z17006
A041003,A04,Z17,Z17006
A041004,A04,Z17,Z17006
A041005,A04,Z17,Z17006
A041006,A04,Z17,Z17006
A041007,A04,Z17,Z17006
A041008,A04,Z17,Z17006
A041009,A04,Z17,Z17006
A041010,A04,Z17,Z17006
A041011,A04,Z17,Z17006
A041012,A04,Z17,Z17006
A041013,A04,Z17,Z17006
A041014,A04,Z17,Z17006
A041015,A04,Z17,Z17006
A041016,A04,Z17,Z17006
A041017,A04,Z10,Z10013
A041018,A04,Z10,Z10013
A041019,A04,Z10,Z10013
A041020,A04,Z10,Z10013
A041021,A04,Z10,Z10013
A041022,A04,Z10,Z10013
A041023,A04,Z10,Z10024
A041024,A04,Z10,Z10024
A041025,A04,Z10,Z10024
A041026,A04,Z10,Z10024
A041027,A04,Z10,Z10024
A041028,A04,Z10,Z10024
A041029,A04,Z10,Z10024
A041030,A04,Z10,Z10024
A041031,A04,Z17,Z17020
A041032,A04,Z17,Z17020
A041033,A04,Z17,Z17020
A041034,A04,Z17,Z17020
A041035,A04,Z17,Z17020
A041036,A04,Z17,Z17020
A041037,A04,Z17,Z17020
A041038,A04,Z17,Z17020
A041039,A04,Z17,Z17020
A041040,A04,Z17,Z17020
A041041,A04,Z17,Z17020
A041042,A04,Z17,Z17020
A041043,A04,Z17,Z17020
A041044,A04,Z17,Z17020
A041045,A04,Z17,Z17020
A041046,A04,Z17,Z17020
A041047,A04,Z17,Z17020
A041048,A04,Z17,Z17020
A041049,A04,Z10,Z10024
A041050,A04,Z17,Z17020
A041051,A04,Z17,Z17020
A041052,A04,Z17,Z17020
A041053,A04,Z17,Z17020
A041054,A04,Z17,Z17020
A041055,A04,Z17,Z17020
A041056,A04,Z10,Z10024
A041057,A04,Z10,Z10024
A041058,A04,Z10,Z10024
A041059,A04,Z10,Z10024
A041060,A04,Z17,Z17020
A041061,A04,Z17,Z17020
A041062,A04,Z17,Z17020
A041063,A04,Z10,Z10024
A041064,A04,Z17,Z17020
A041065,A04,Z17,Z17020
A041066,A04,Z17,Z17020
A041067,A04,Z17,Z17020
A041068,A04,Z17,Z17020
A041069,A04,Z17,Z17020
A041070,A04,Z17,Z17020
A041071,A04,Z17,Z17020
A041072,A04,Z17,Z17020
A041073,A04,Z17,Z17020
A041074,A04,Z17,Z17020
A041075,A04,Z17,Z17020
A041076,A04,Z17,Z17020
